UniqueId,StationUniqueId,AreaName,AreaId,Level,Lat,Lon,FriendlyName
HUBCHX-1000045-ConcB-14,HUBCHX,ConcB,14,-2,51.50765,-0.12689,ConcB
HUBCHX-1000045-ConcN-2,HUBCHX,ConcN,2,-2,51.50845,-0.12538,ConcN
HUBCHX-1000045-D-S-S-13,HUBCHX,D-S-S,13,0,51.50819,-0.12562,D-S-S
HUBCHX-1000045-E-DUN-10,HUBCHX,E-DUN,10,0,51.50844,-0.12587,E-DUN
HUBCHX-1000045-F-ADE-24,HUBCHX,F-ADE,24,0,51.50902,-0.12581,F-ADE
HUBCHX-1000045-G-WIL-11,HUBCHX,G-WIL,11,0,51.50933,-0.12466,G-WIL
HUBCHX-1000045-H-S-N-9,HUBCHX,H-S-N,9,0,51.50894,-0.12484,H-S-N
HUBCHX-1000045-I-VIL-12,HUBCHX,I-VIL,12,0,51.50868,-0.12489,I-VIL
HUBCHX-1000045-J-VIL-8,HUBCHX,J-VIL,8,0,51.50857,-0.12469,J-VIL
HUBCHX-1000045-K-T/S-15,HUBCHX,K-T/S,15,0,51.50785,-0.12716,K-T/S
HUBCHX-1000045-L-STR-18,HUBCHX,L-STR,18,0,51.50779,-0.12709,L-STR
HUBCHX-1000045-MET-3,HUBCHX,MET,3,0,51.50741,-0.12728,MET
HUBCHX-1000045-M-T-C-17,HUBCHX,M-T-C,17,0,51.50769,-0.12745,M-T-C
HUBCHX-1000045-NorNB-5,HUBCHX,NorNB,5,-3,51.50875,-0.12575,NorNB
HUBCHX-1000045-NorSB-6,HUBCHX,NorSB,6,-3,51.5088,-0.12559,NorSB
HUBCHX-1000045-N-T-S-25,HUBCHX,N-T-S,25,0,51.50731,-0.12841,N-T-S
HUBCHX-1000045-RLY-21,HUBCHX,RLY,21,0,51.50811,-0.12471,RLY
HUBCHX-1000045-RPL-23,HUBCHX,RPL,23,0,51.50762,-0.12408,RPL
HUBCLJ-1001069-Bus-1,HUBCLJ,Bus,1,0,51.46333,-0.16912,Bus
HUBCLJ-1001069-GRANT-8,HUBCLJ,GRANT,8,0,51.46551,-0.17067,GRANT
HUBCLJ-1001069-JOHNS-3,HUBCLJ,JOHNS,3,2,51.4636,-0.17001,JOHNS
HUBCLJ-1001069-RLY-9,HUBCLJ,RLY,9,2,51.46441,-0.17044,RLY
HUBCLJ-1001069-RPL-B-5,HUBCLJ,RPL-B,5,1,51.46423,-0.16953,RPL-B
HUBCLJ-1001069-RPL-K-2,HUBCLJ,RPL-K,2,1,51.46511,-0.17047,RPL-K
HUBCLJ-1001069-RPL-P-7,HUBCLJ,RPL-P,7,1,51.46501,-0.1704,RPL-P
HUBCLJ-1001069-RPL-W-6,HUBCLJ,RPL-W,6,1,51.46464,-0.17004,RPL-W
HUBCLJ-1001069-STATI-4,HUBCLJ,STATI,4,0,51.46419,-0.16917,STATI
HUBCLJ-1001069-Subwy-10,HUBCLJ,Subwy,10,0,51.46465,-0.16973,Subwy
HUBCLW-1000049-A-STA-1,HUBCLW,A-STA,1,0,51.65447,-0.51865,A-STA
HUBCLW-1000049-B-CAR-2,HUBCLW,B-CAR,2,0,51.65388,-0.51918,B-CAR
HUBCLW-1000049-BookH-4,HUBCLW,BookH,4,0,51.65447,-0.51865,BookH
HUBCLW-1000049-Entr-90,HUBCLW,Entr,90,0,51.65427,-0.5183,Entr
HUBCLW-1000049-Entr-91,HUBCLW,Entr,91,0,51.65415,-0.51854,Entr
HUBCLW-1000049-MET-10,HUBCLW,MET,10,0,51.65436,-0.51846,MET
HUBCLW-1000049-MetEB-3,HUBCLW,MetEB,3,0,51.65421,-0.51828,MetEB
HUBCLW-1000049-MetWB-6,HUBCLW,MetWB,6,0,51.65418,-0.51839,MetWB
HUBCLW-1000049-RLY-9,HUBCLW,RLY,9,0,51.65403,-0.5186,RLY
HUBCLW-1000049-RPL-E-7,HUBCLW,RPL-E,7,0,51.65418,-0.51824,RPL-E
HUBCLW-1000049-RPL-W-8,HUBCLW,RPL-W,8,0,51.65417,-0.51837,RPL-W
HUBCLW-1000049-Subwa-5,HUBCLW,Subwa,5,-1,51.6542,-0.51899,Subwa
HUBCST-1000040-A-DOW-4,HUBCST,A-DOW,4,0,51.51158,-0.09079,A-DOW
HUBCST-1000040-BookH-7,HUBCST,BookH,7,-1,51.51136,-0.09042,BookH
HUBCST-1000040-Bus-1,HUBCST,Bus,1,0,51.51154,-0.09007,Bus
HUBCST-1000040-DisEB-3,HUBCST,DisEB,3,-2,51.51141,-0.09041,DisEB
HUBCST-1000040-DisWB-2,HUBCST,DisWB,2,-2,51.51136,-0.09042,DisWB
HUBCST-1000040-NRLIF-8,HUBCST,NRLIF,8,1,51.51127,-0.09028,NRLIF
HUBCST-1000337-NR E-9,HUBCST,NR E,9,0,51.51153,-0.08993,NR E
HUBCST-1000337-NR W-5,HUBCST,NR W,5,0,51.51163,-0.0905,NR W
HUBCST-1000337-NR-6,HUBCST,NR,6,1,51.51094,-0.0906,NR
HUBCST-1000337-RPL-8,HUBCST,RPL,8,1,51.50998,-0.09112,RPL
HUBCUS-1001079-BCD-3,HUBCUS,BCD,3,0,51.50991,0.02548,BCD
HUBCUS-1001079-Bus-1,HUBCUS,Bus,1,0,51.50996,0.02769,Bus
HUBCUS-1001079-CBH-9,HUBCUS,CBH,9,2,51.50953,0.02754,CBH
HUBCUS-1001079-DLREB-2,HUBCUS,DLREB,2,0,51.50968,0.02675,DLREB
HUBCUS-1001079-DLRWB-14,HUBCUS,DLRWB,14,0,51.50962,0.02674,DLRWB
HUBCUS-1001079-EL EB-5,HUBCUS,EL EB,5,0,51.50986,0.02668,EL EB
HUBCUS-1001079-EL WB-10,HUBCUS,EL WB,10,0,51.50977,0.02673,EL WB
HUBCUS-1001079-EXCEL-7,HUBCUS,EXCEL,7,0,51.509,0.02732,EXCEL
HUBCUS-1001079-RLY-11,HUBCUS,RLY,11,0,51.50981,0.02716,RLY
HUBCUS-1001079-VIC-4,HUBCUS,VIC,4,0,51.50994,0.02691,VIC
HUBCUS-1001079-WalkC-6,HUBCUS,WalkC,6,2,51.50974,0.02585,WalkC
HUBCUS-1001079-WalkE-13,HUBCUS,WalkE,13,1,51.50972,0.02658,WalkE
HUBCUS-1001079-WalkW-12,HUBCUS,WalkW,12,1,51.50956,0.02519,WalkW
HUBCUS-1001079-XREnt-8,HUBCUS,XREnt,8,2,51.50962,0.0274,XREnt
HUBCUT-1002027-Bus-1,HUBCUT,Bus,1,0,51.48144,-0.01122,Bus
HUBCUT-1002027-CONC-5,HUBCUT,CONC,5,-1,51.48166,-0.01065,CONC
HUBCUT-1002027-CREEK-3,HUBCUT,CREEK,3,0,51.48151,-0.0108,CREEK
HUBCUT-1002027-DLRNB-2,HUBCUT,DLRNB,2,-2,51.48177,-0.01085,DLRNB
HUBCUT-1002027-DLRSB-6,HUBCUT,DLRSB,6,-2,51.48179,-0.01069,DLRSB
HUBCUT-1002027-GREEN-4,HUBCUT,GREEN,4,0,51.48164,-0.01034,GREEN
HUBCYP-1001078-Bus-1,HUBCYP,Bus,1,0,51.41717,-0.07333,Bus
HUBCYP-1001078-Entr-3,HUBCYP,Entr,3,0,51.41803,-0.07307,Entr
HUBCYP-1001078-LoBri-8,HUBCYP,LoBri,8,-1,51.41773,-0.0727,LoBri
HUBCYP-1001078-RLY-9,HUBCYP,RLY,9,0,51.41783,-0.07256,RLY
HUBCYP-1001078-RPL T-7,HUBCYP,RPL T,7,-2,51.41755,-0.07201,RPL T
HUBCYP-1001078-RPLFN-6,HUBCYP,RPLFN,6,-2,51.41745,-0.07239,RPLFN
HUBCYP-1001078-RPLFS-5,HUBCYP,RPLFS,5,-2,51.41755,-0.07214,RPLFS
HUBCYP-1001078-RPLTN-2,HUBCYP,RPLTN,2,-2,51.41748,-0.07226,RPLTN
HUBCYP-1001078-RPLTS-4,HUBCYP,RPLTS,4,-2,51.41763,-0.07205,RPLTS
HUBEAL-1000062-Bus-1,HUBEAL,Bus,1,0,51.51502,-0.30206,Bus
HUBEAL-1000062-BusH-9,HUBEAL,BusH,9,0,51.51402,-0.30158,BusH
HUBEAL-1000062-Centr-2,HUBEAL,Centr,2,-2,51.51494,-0.30097,Centr
HUBEAL-1000062-Centr-3,HUBEAL,Centr,3,-2,51.51502,-0.3011,Centr
HUBEAL-1000062-DisEB-4,HUBEAL,DisEB,4,-2,51.51525,-0.30119,DisEB
HUBEAL-1000062-DisWB-5,HUBEAL,DisWB,5,-2,51.5152,-0.30108,DisWB
HUBEAL-1000062-EntB-6,HUBEAL,EntB,6,0,51.51501,-0.30222,EntB
HUBEAL-1000062-FBdg-12,HUBEAL,FBdg,12,0,51.51468,-0.30206,FBdg
HUBEAL-1000062-MET-10,HUBEAL,MET,10,0,51.51502,-0.30146,MET
HUBEAL-1000062-Ramp-13,HUBEAL,Ramp,13,-1,51.51502,-0.30146,Ramp
HUBEAL-1000062-RLY-7,HUBEAL,RLY,7,0,51.51501,-0.30203,RLY
HUBEAL-1000062-RPL1-8,HUBEAL,RPL1,8,-2,51.51464,-0.30173,RPL1
HUBEAL-1000062-RPL2-11,HUBEAL,RPL2,11,-2,51.51474,-0.30176,RPL2
HUBEAL-1000062-RPL3-14,HUBEAL,RPL3,14,-2,51.51487,-0.30198,RPL3
HUBECY-1000336-ENTT-7,HUBECY,ENTT,7,0,51.37485,-0.09242,ENTT
HUBECY-1000336-Tram-2,HUBECY,Tram,2,0,51.37485,-0.09242,Tram
HUBECY-1001089-Bus-1,HUBECY,Bus,1,0,51.3748,-0.09217,Bus
HUBECY-1001089-EntB-8,HUBECY,EntB,8,0,51.37611,-0.09272,EntB
HUBECY-1001089-EntD-9,HUBECY,EntD,9,1,51.37493,-0.09421,EntD
HUBECY-1001089-EntG-7,HUBECY,EntG,7,0,51.37487,-0.09289,EntG
HUBECY-1001089-EntR-10,HUBECY,EntR,10,0,51.37637,-0.09406,EntR
HUBECY-1001089-FBdg-11,HUBECY,FBdg,11,1,51.37639,-0.09278,FBdg
HUBECY-1001089-MnCon-6,HUBECY,MnCon,6,0,51.37499,-0.09287,MnCon
HUBECY-1001089-RLY-5,HUBECY,RLY,5,0,51.37515,-0.09289,RLY
HUBECY-1001089-RPL1-2,HUBECY,RPL1,2,-1,51.37542,-0.09303,RPL1
HUBECY-1001089-RPL2-3,HUBECY,RPL2,3,-1,51.37549,-0.09288,RPL2
HUBECY-1001089-RPL3-4,HUBECY,RPL3,4,-1,51.37557,-0.09273,RPL3
HUBELM-1001094-Bridg-6,HUBELM,Bridg,6,1,51.39835,-0.04949,Bridg
HUBELM-1001094-Bus-1,HUBELM,Bus,1,0,51.39929,-0.05013,Bus
HUBELM-1001094-Entr-4,HUBELM,Entr,4,0,51.39851,-0.04956,Entr
HUBELM-1001094-RPL N-5,HUBELM,RPL N,5,0,51.39824,-0.04958,RPL N
HUBELM-1001094-RPL S-3,HUBELM,RPL S,3,0,51.39819,-0.04948,RPL S
HUBELM-1001094-Tram-2,HUBELM,Tram,2,0,51.39827,-0.04967,Tram
HUBEPH-1000073-A-LON-6,HUBEPH,A-LON,6,0,51.49573,-0.10083,A-LON
HUBEPH-1000073-BakLC-13,HUBEPH,BakLC,13,-3,51.4958,-0.10084,BakLC
HUBEPH-1000073-BakNB-2,HUBEPH,BakNB,2,-4,51.49578,-0.1012,BakNB
HUBEPH-1000073-BakSB-3,HUBEPH,BakSB,3,-4,51.49584,-0.1011,BakSB
HUBEPH-1000073-B-E&C-7,HUBEPH,B-E&C,7,0,51.49448,-0.10046,B-E&C
HUBEPH-1000073-BookN-8,HUBEPH,BookN,8,0,51.49588,-0.10075,BookN
HUBEPH-1000073-BookS-9,HUBEPH,BookS,9,0,51.49451,-0.10035,BookS
HUBEPH-1000073-Bus-1,HUBEPH,Bus,1,0,51.495,-0.09979,Bus
HUBEPH-1000073-MET-14,HUBEPH,MET,14,0,51.49453,-0.10061,MET
HUBEPH-1000073-NorNB-4,HUBEPH,NorNB,4,-2,51.49505,-0.10064,NorNB
HUBEPH-1000073-NorSB-5,HUBEPH,NorSB,5,-2,51.49504,-0.10048,NorSB
HUBEUS-1000077-A-EUS-8,HUBEUS,A-EUS,8,0,51.52764,-0.13219,A-EUS
HUBEUS-1000077-BookH-11,HUBEUS,BookH,11,-1,51.52774,-0.13346,BookH
HUBEUS-1000077-Bus-1,HUBEUS,Bus,1,0,51.52745,-0.13303,Bus
HUBEUS-1000077-BUSA-10,HUBEUS,BUSA,10,0,51.52894,-0.13269,BUSA
HUBEUS-1000077-BusH-9,HUBEUS,BusH,9,0,51.52671,-0.13253,BusH
HUBEUS-1000077-BUSJ-15,HUBEUS,BUSJ,15,0,51.52739,-0.13472,BUSJ
HUBEUS-1000077-Conco-13,HUBEUS,Conco,13,-2,51.52766,-0.13328,Conco
HUBEUS-1000077-Entr1-16,HUBEUS,Entr1,16,0,51.52761,-0.1336,Entr1
HUBEUS-1000077-Entr2-17,HUBEUS,Entr2,17,0,51.52776,-0.13511,Entr2
HUBEUS-1000077-MET-14,HUBEUS,MET,14,0,51.528,-0.13379,MET
HUBEUS-1000077-NoNBK-3,HUBEUS,NoNBK,3,-4,51.52824,-0.13262,NoNBK
HUBEUS-1000077-NoNBW-5,HUBEUS,NoNBW,5,-3,51.5281,-0.13459,NoNBW
HUBEUS-1000077-NoSBK-4,HUBEUS,NoSBK,4,-4,51.52867,-0.13281,NoSBK
HUBEUS-1000077-NoSBW-6,HUBEUS,NoSBW,6,-3,51.52814,-0.13417,NoSBW
HUBEUS-1000077-RLY-18,HUBEUS,RLY,18,0,51.52795,-0.13359,RLY
HUBEUS-1000077-RPL-12,HUBEUS,RPL,12,0,51.52895,-0.135,RPL
HUBEUS-1000077-VicNB-2,HUBEUS,VicNB,2,-4,51.52838,-0.1327,VicNB
HUBEUS-1000077-VicSB-7,HUBEUS,VicSB,7,-4,51.52849,-0.13271,VicSB
HUBFPK-1000083-A-WEL-6,HUBFPK,A-WEL,6,0,51.56521,-0.10779,A-WEL
HUBFPK-1000083-B-GOO-17,HUBFPK,B-GOO,17,0,51.56464,-0.10728,B-GOO
HUBFPK-1000083-BookH-9,HUBFPK,BookH,9,0,51.56438,-0.10589,BookH
HUBFPK-1000083-B-STA-8,HUBFPK,B-STA,8,0,51.56449,-0.10577,B-STA
HUBFPK-1000083-Bus-1,HUBFPK,Bus,1,0,51.56485,-0.10727,Bus
HUBFPK-1000083-BusE-13,HUBFPK,BusE,13,0,51.56581,-0.10785,BusE
HUBFPK-1000083-BusR-12,HUBFPK,BusR,12,0,51.56398,-0.10628,BusR
HUBFPK-1000083-Cor N-15,HUBFPK,Cor N,15,1,51.56488,-0.10616,Cor N
HUBFPK-1000083-Cor S-16,HUBFPK,Cor S,16,0,51.56425,-0.10624,Cor S
HUBFPK-1000083-C-SEV-7,HUBFPK,C-SEV,7,0,51.56376,-0.10678,C-SEV
HUBFPK-1000083-MET-11,HUBFPK,MET,11,0,51.56416,-0.10682,MET
HUBFPK-1000083-PicEB-2,HUBFPK,PicEB,2,-1,51.56446,-0.10697,PicEB
HUBFPK-1000083-PicWB-3,HUBFPK,PicWB,3,-1,51.56453,-0.10635,PicWB
HUBFPK-1000083-VicNB-4,HUBFPK,VicNB,4,-1,51.56451,-0.10675,VicNB
HUBFPK-1000083-VicSB-5,HUBFPK,VicSB,5,-1,51.56431,-0.10614,VicSB
HUBFPK-1000083-WTBS-10,HUBFPK,WTBS,10,0,51.5657,-0.10706,WTBS
HUBFPK-1000334-Entr-2,HUBFPK,Entr,2,0,51.56467,-0.10574,Entr
HUBFPK-1000334-GndFl-5,HUBFPK,GndFl,5,0,51.56468,-0.10563,GndFl
HUBFPK-1000334-RLY-1,HUBFPK,RLY,1,0,51.5643,-0.10628,RLY
HUBFPK-1000334-RPL N-14,HUBFPK,RPL N,14,2,51.56474,-0.1065,RPL N
HUBFPK-1000334-RPL S-10,HUBFPK,RPL S,10,2,51.56473,-0.10631,RPL S
HUBFPK-1000334-UppFl-6,HUBFPK,UppFl,6,1,51.56458,-0.10549,UppFl
HUBGFD-1000092-A-OLD-4,HUBGFD,A-OLD,4,0,51.54238,-0.34607,A-OLD
HUBGFD-1000092-BookH-5,HUBGFD,BookH,5,0,51.54245,-0.34635,BookH
HUBGFD-1000092-Bus-1,HUBGFD,Bus,1,0,51.54273,-0.34509,Bus
HUBGFD-1000092-CenEB-2,HUBGFD,CenEB,2,1,51.54234,-0.34552,CenEB
HUBGFD-1000092-CenWB-3,HUBGFD,CenWB,3,1,51.54224,-0.34549,CenWB
HUBGFD-1000092-MET-7,HUBGFD,MET,7,0,51.54242,-0.34605,MET
HUBGFD-1000092-PLATS-8,HUBGFD,PLATS,8,1,51.54236,-0.34533,PLATS
HUBGFD-1000092-RPL-6,HUBGFD,RPL,6,1,51.54229,-0.34549,RPL
HUBGNW-1001123-Bus-1,HUBGNW,Bus,1,0,51.47782,-0.01292,Bus
HUBGNW-1001123-DLR E-8,HUBGNW,DLR E,8,0,51.47807,-0.01575,DLR E
HUBGNW-1001123-DLRW-2,HUBGNW,DLRW,2,0,51.478,-0.01582,DLRW
HUBGNW-1001123-GREEN-4,HUBGNW,GREEN,4,0,51.47792,-0.01322,GREEN
HUBGNW-1001123-RPL-E-3,HUBGNW,RPL-E,3,0,51.47821,-0.01437,RPL-E
HUBGNW-1001123-RPL-W-9,HUBGNW,RPL-W,9,0,51.47817,-0.01436,RPL-W
HUBGNW-1001123-Sub-W-10,HUBGNW,Sub-W,10,-1,51.47807,-0.01563,Sub-W
HUBGNW-1001123-Subwa-6,HUBGNW,Subwa,6,-1,51.47823,-0.01387,Subwa
HUBGNW-1001123-TARVE-5,HUBGNW,TARVE,5,-1,51.4785,-0.01544,TARVE
HUBGNW-1001123-WALLW-7,HUBGNW,WALLW,7,-1,51.47796,-0.01562,WALLW
HUBGUN-1000094-Bus-1,HUBGUN,Bus,1,0,51.49247,-0.2752,Bus
HUBGUN-1000094-BUSCD-7,HUBGUN,BUSCD,7,0,51.49056,-0.27397,BUSCD
HUBGUN-1000094-CHISW-2,HUBGUN,CHISW,2,0,51.49229,-0.27549,CHISW
HUBGUN-1000094-DisEB-4,HUBGUN,DisEB,4,-1,51.4915,-0.27549,DisEB
HUBGUN-1000094-DisWB-9,HUBGUN,DisWB,9,-1,51.49147,-0.2754,DisWB
HUBGUN-1000094-GRANG-3,HUBGUN,GRANG,3,0,51.49157,-0.2748,GRANG
HUBGUN-1000094-MET-8,HUBGUN,MET,8,0,51.4918,-0.27527,MET
HUBGUN-1000094-RLY-5,HUBGUN,RLY,5,0,51.49187,-0.27501,RLY
HUBGUN-1000094-RPL-6,HUBGUN,RPL,6,-1,51.49138,-0.27561,RPL
HUBH13-1000105-A-BUS-5,HUBH13,A-BUS,5,0,51.47115,-0.45225,A-BUS
HUBH13-1000105-BookH-7,HUBH13,BookH,7,-2,51.47145,-0.45268,BookH
HUBH13-1000105-MET-2,HUBH13,MET,2,0,51.47123,-0.45227,MET
HUBH13-1000105-Pic1-10,HUBH13,Pic1,10,-4,51.47159,-0.45304,Pic1
HUBH13-1000105-Picca-1,HUBH13,Picca,1,-4,51.47159,-0.45304,Picca
HUBH13-1000105-TER2A-8,HUBH13,TER2A,8,2,51.46944,-0.451,TER2A
HUBH13-1000105-TER2D-9,HUBH13,TER2D,9,3,51.46944,-0.451,TER2D
HUBH13-1000105-TER3A-3,HUBH13,TER3A,3,0,51.47145,-0.45471,TER3A
HUBH13-1000105-TER3D-4,HUBH13,TER3D,4,0,51.47108,-0.45476,TER3D
HUBH13-1000105-TERM1-6,HUBH13,TERM1,6,0,51.47235,-0.45198,TERM1
HUBH13-1001147-Entr-2,HUBH13,Entr,2,0,51.47098,-0.45803,Entr
HUBH13-1001147-RPL-1,HUBH13,RPL,1,-2,51.47199,-0.45479,RPL
HUBH13-1001147-T1-3,HUBH13,T1,3,0,51.47339,-0.45176,T1
HUBHDN-1000100-ACTON-2,HUBHDN,ACTON,2,0,51.53613,-0.25721,ACTON
HUBHDN-1000100-Bus-1,HUBHDN,Bus,1,0,51.53602,-0.25727,Bus
HUBHDN-1000100-MET-6,HUBHDN,MET,6,0,51.53631,-0.25788,MET
HUBHDN-1000100-RLY-4,HUBHDN,RLY,4,-1,51.53619,-0.25758,RLY
HUBHDN-1000100-RPLN-8,HUBHDN,RPLN,8,-2,51.53625,-0.25768,RPLN
HUBHDN-1000100-RPLS-5,HUBHDN,RPLS,5,-2,51.53624,-0.25747,RPLS
HUBHDN-1000100-UNB-7,HUBHDN,UNB,7,-2,51.53626,-0.25768,UNB
HUBHDN-1000100-USB-3,HUBHDN,USB,3,-2,51.53628,-0.25757,USB
HUBHHY-1000108-A-HOL-11,HUBHHY,A-HOL,11,0,51.54622,-0.1035,A-HOL
HUBHHY-1000108-Bus-9,HUBHHY,Bus,9,0,51.54669,-0.10425,Bus
HUBHHY-1000108-LoCon-10,HUBHHY,LoCon,10,-2,51.54638,-0.10334,LoCon
HUBHHY-1000108-MET-5,HUBHHY,MET,5,0,51.54635,-0.10332,MET
HUBHHY-1000108-RLY-4,HUBHHY,RLY,4,0,51.54622,-0.1035,RLY
HUBHHY-1000108-RPLHE-3,HUBHHY,RPLHE,3,-1,51.54587,-0.10481,RPLHE
HUBHHY-1000108-RPLHT-1,HUBHHY,RPLHT,1,-1,51.54603,-0.10425,RPLHT
HUBHHY-1000108-RPLHW-2,HUBHHY,RPLHW,2,-1,51.54592,-0.10484,RPLHW
HUBHHY-1000108-RPL-N-7,HUBHHY,RPL-N,7,-3,51.54694,-0.1035,RPL-N
HUBHHY-1000108-RPL-S-8,HUBHHY,RPL-S,8,-3,51.54699,-0.10322,RPL-S
HUBHHY-1000108-VicNB-12,HUBHHY,VicNB,12,-3,51.54698,-0.1037,VicNB
HUBHHY-1000108-VicSB-6,HUBHHY,VicSB,6,-3,51.54695,-0.10331,VicSB
HUBHMS-1000096-A-BRA-5,HUBHMS,A-BRA,5,0,51.4926,-0.22424,A-BRA
HUBHMS-1000096-B-BRC-6,HUBHMS,B-BRC,6,0,51.49192,-0.22362,B-BRC
HUBHMS-1000096-DisEB-2,HUBHMS,DisEB,2,-1,51.4923,-0.22326,DisEB
HUBHMS-1000096-DisWB-1,HUBHMS,DisWB,1,-1,51.49221,-0.22357,DisWB
HUBHMS-1000096-EBHa-8,HUBHMS,EBHa,8,0,51.49189,-0.22346,EBHa
HUBHMS-1000096-MET-7,HUBHMS,MET,7,0,51.4923,-0.22362,MET
HUBHMS-1000096-PicEB-4,HUBHMS,PicEB,4,-1,51.49225,-0.22335,PicEB
HUBHMS-1000096-PicWB-3,HUBHMS,PicWB,3,-1,51.49223,-0.22344,PicWB
HUBHMS-1000096-WBHal-11,HUBHMS,WBHal,11,0,51.4926,-0.22395,WBHal
HUBHMS-1000097-A-BEA-3,HUBHMS,A-BEA,3,0,51.49339,-0.22503,A-BEA
HUBHMS-1000097-B-HAM-4,HUBHMS,B-HAM,4,0,51.49331,-0.2243,B-HAM
HUBHMS-1000097-Bus-5,HUBHMS,Bus,5,0,51.4936,-0.22541,Bus
HUBHMS-1000097-H&C 1-1,HUBHMS,H&C 1,1,0,51.49389,-0.2251,H&C 1
HUBHMS-1000097-H&C23-6,HUBHMS,H&C23,6,0,51.4939,-0.2249,H&C23
HUBHMS-1000097-MET-2,HUBHMS,MET,2,0,51.49353,-0.22501,MET
HUBHOH-1000102-A-STA-3,HUBHOH,A-STA,3,0,51.57899,-0.33719,A-STA
HUBHOH-1000102-B-COL-4,HUBHOH,B-COL,4,0,51.58003,-0.3363,B-COL
HUBHOH-1000102-BookH-5,HUBHOH,BookH,5,1,51.57915,-0.33694,BookH
HUBHOH-1000102-Met34-2,HUBHOH,Met34,2,0,51.57925,-0.33647,Met34
HUBHOH-1000102-Met56-1,HUBHOH,Met56,1,0,51.57936,-0.3364,Met56
HUBHOH-1000102-RBusN-7,HUBHOH,RBusN,7,0,51.57896,-0.33713,RBusN
HUBHOH-1000102-RBusS-8,HUBHOH,RBusS,8,0,51.5784,-0.33783,RBusS
HUBHOH-1000102-RPLP1-6,HUBHOH,RPLP1,6,0,51.57898,-0.33651,RPLP1
HUBHOH-1000102-WAL-9,HUBHOH,WAL,9,1,51.57919,-0.33723,WAL
HUBHRW-1000101-Bus M-8,HUBHRW,Bus M,8,0,51.59225,-0.33388,Bus M
HUBHRW-1000101-Bus-94,HUBHRW,Bus,94,0,51.59303,-0.33549,Bus
HUBHRW-1000101-FOOTB-1,HUBHRW,FOOTB,1,1,51.59224,-0.33496,FOOTB
HUBHRW-1000101-MET-9,HUBHRW,MET,9,0,51.59227,-0.33522,MET
HUBHRW-1000101-RLY-5,HUBHRW,RLY,5,0,51.59198,-0.33491,RLY
HUBHRW-1000101-RPLAN-6,HUBHRW,RPLAN,6,-1,51.59239,-0.33524,RPLAN
HUBHRW-1000101-RPLAS-11,HUBHRW,RPLAS,11,-1,51.59243,-0.3352,RPLAS
HUBHRW-1000101-RPLDN-12,HUBHRW,RPLDN,12,-1,51.59218,-0.33515,RPLDN
HUBHRW-1000101-RPLDS-7,HUBHRW,RPLDS,7,-1,51.59223,-0.3351,RPLDS
HUBHRW-1000101-SANDR-99,HUBHRW,SANDR,99,0,51.5918,-0.33473,SANDR
HUBHRW-1000101-THE B-2,HUBHRW,THE B,2,0,51.59245,-0.3343,THE B
HUBHRW-1000101-UNB-10,HUBHRW,UNB,10,-1,51.59192,-0.33467,UNB
HUBHRW-1000101-USB-98,HUBHRW,USB,98,-1,51.59193,-0.33457,USB
HUBHX4-1000104-A-TER-1,HUBHX4,A-TER,1,0,51.45905,-0.44665,A-TER
HUBHX4-1000104-BCQ-6,HUBHX4,BCQ,6,0,51.45933,-0.44697,BCQ
HUBHX4-1000104-BookH-4,HUBHX4,BookH,4,-2,51.45878,-0.44611,BookH
HUBHX4-1000104-Bus-5,HUBHX4,Bus,5,0,51.45925,-0.44683,Bus
HUBHX4-1000104-C-CAR-9,HUBHX4,C-CAR,9,0,51.45927,-0.44481,C-CAR
HUBHX4-1000104-LHR4-7,HUBHX4,LHR4,7,0,51.45997,-0.44781,LHR4
HUBHX4-1000104-MET-8,HUBHX4,MET,8,0,51.45852,-0.44577,MET
HUBHX4-1000104-Picca-3,HUBHX4,Picca,3,-2,51.45859,-0.44574,Picca
HUBHX4-1000104-RPL-2,HUBHX4,RPL,2,-1,51.45867,-0.44626,RPL
HUBHX5-1016430-A-T5-2,HUBHX5,A-T5,2,0,51.47193,-0.48821,A-T5
HUBHX5-1016430-BCQ-7,HUBHX5,BCQ,7,0,51.47163,-0.48931,BCQ
HUBHX5-1016430-Bus-5,HUBHX5,Bus,5,0,51.47141,-0.48958,Bus
HUBHX5-1016430-LHR5-8,HUBHX5,LHR5,8,0,51.47105,-0.48822,LHR5
HUBHX5-1016430-Mezze-3,HUBHX5,Mezze,3,-1,51.47247,-0.48628,Mezze
HUBHX5-1016430-PICC-1,HUBHX5,PICC,1,-2,51.47245,-0.48641,PICC
HUBHX5-1016430-RPL-6,HUBHX5,RPL,6,-2,51.47219,-0.4864,RPL
HUBIMP-1001347-Bus-3,HUBIMP,Bus,3,0,51.47555,-0.1831,Bus
HUBIMP-1001347-Entr-2,HUBIMP,Entr,2,1,51.47481,-0.18274,Entr
HUBIMP-1001347-Entr2-6,HUBIMP,Entr2,6,0,51.47518,-0.18277,Entr2
HUBIMP-1001347-Entr3-7,HUBIMP,Entr3,7,0,51.47474,-0.18293,Entr3
HUBIMP-1001347-RLY-5,HUBIMP,RLY,5,1,51.4751,-0.18264,RLY
HUBIMP-1001347-RPL-N-4,HUBIMP,RPL-N,4,2,51.47553,-0.18349,RPL-N
HUBIMP-1001347-RPL-S-1,HUBIMP,RPL-S,1,2,51.47566,-0.1833,RPL-S
